,index,domain,single_cluster_idx,complete_cluster_idx,average_cluster_idx,seqlen,scTM,scRMSD,pLDDT,pAE,pct_helix,pct_strand,pct_ss,pct_left_helix,task,motifRMSD
27,27,sample_42,26,26,26,68,0.462,10.771,0.559,13.947,0.426,0.0,0.426,0.0,5TPN,1.66114
28,28,sample_19,27,27,27,66,0.385,5.946,0.666,12.833,0.515,0.121,0.636,0.0,5TPN,6.141363
29,29,sample_73,28,28,28,68,0.229,11.231,0.531,19.335,0.426,0.0,0.426,0.0,5TPN,6.4237695
30,30,sample_77,29,29,29,65,0.742,1.936,0.616,8.739,0.662,0.0,0.662,0.0,5TPN,2.1490908
31,31,sample_9,30,30,30,65,0.945,0.687,0.791,6.693,0.138,0.262,0.4,0.0,5TPN,0.6613074
32,32,sample_74,31,31,31,55,0.582,2.536,0.747,5.926,0.582,0.0,0.582,0.0,5TPN,1.8618118
33,33,sample_81,32,32,32,56,0.251,7.375,0.399,16.486,0.196,0.089,0.286,0.0,5TPN,4.0776057
34,34,sample_80,33,33,33,67,0.816,1.624,0.629,9.606,0.582,0.0,0.582,0.0,5TPN,1.5657315
35,35,sample_59,34,34,34,66,0.415,5.693,0.617,12.766,0.606,0.0,0.606,0.0,5TPN,3.4066935
36,36,sample_78,35,35,35,60,0.433,5.389,0.557,11.183,0.7,0.0,0.7,0.0,5TPN,2.9054854
37,37,sample_48,36,36,36,60,0.41,8.017,0.64,10.18,0.333,0.167,0.5,0.0,5TPN,2.4476902
38,38,sample_83,37,37,37,73,0.641,3.08,0.512,11.983,0.219,0.137,0.356,0.0,5TPN,2.4871025
39,39,sample_30,38,38,38,75,0.53,5.371,0.726,10.663,0.8,0.0,0.8,0.0,5TPN,2.1013463
40,40,sample_36,39,39,39,71,0.742,2.491,0.599,11.519,0.577,0.0,0.577,0.0,5TPN,3.068222
41,41,sample_14,40,40,40,74,0.284,9.816,0.453,14.475,0.351,0.0,0.351,0.0,5TPN,2.1002746
42,42,sample_96,41,41,41,65,0.734,2.497,0.804,4.334,0.508,0.0,0.508,0.0,5TPN,0.9712563
43,43,sample_69,42,42,42,65,0.405,5.608,0.488,13.563,0.123,0.169,0.292,0.0,5TPN,3.7595055
44,44,sample_8,43,43,43,72,0.727,2.389,0.661,11.423,0.681,0.0,0.681,0.0,5TPN,2.2861161
45,45,sample_88,44,44,44,62,0.643,2.883,0.605,8.53,0.597,0.0,0.597,0.0,5TPN,1.6479199
46,46,sample_24,45,45,45,72,0.415,7.737,0.421,15.086,0.111,0.125,0.236,0.0,5TPN,3.1059196
47,47,sample_54,46,46,46,67,0.362,6.937,0.554,14.684,0.269,0.06,0.328,0.0,5TPN,3.1345387
48,48,sample_20,47,47,47,61,0.723,2.931,0.671,7.702,0.393,0.0,0.393,0.0,5TPN,2.1325536
49,49,sample_23,48,48,48,67,0.354,6.049,0.547,14.011,0.552,0.0,0.552,0.0,5TPN,2.8469224
50,50,sample_60,49,49,49,73,0.758,1.956,0.724,6.95,0.658,0.0,0.658,0.0,5TPN,1.5434407
51,51,sample_97,50,50,50,61,0.392,6.05,0.667,11.187,0.574,0.0,0.574,0.0,5TPN,2.690757
52,52,sample_4,51,51,51,66,0.575,5.967,0.748,6.225,0.333,0.182,0.515,0.0,5TPN,1.5591184
53,53,sample_99,52,52,52,64,0.44,6.04,0.766,8.315,0.719,0.0,0.719,0.0,5TPN,2.2273202
54,54,sample_35,53,53,53,59,0.363,5.406,0.696,8.866,0.475,0.0,0.475,0.0,5TPN,2.5363333
55,55,sample_29,54,54,54,71,0.784,1.957,0.845,3.102,0.676,0.0,0.676,0.0,5TPN,3.0289552
56,56,sample_51,55,55,55,54,0.522,3.586,0.624,8.184,0.13,0.0,0.13,0.0,5TPN,3.9482944
57,57,sample_17,56,56,56,58,0.795,1.491,0.876,2.122,0.638,0.0,0.638,0.0,5TPN,1.675154
58,58,sample_3,57,57,57,74,0.803,1.964,0.78,4.813,0.635,0.0,0.635,0.0,5TPN,1.3210187
59,59,sample_5,58,58,58,72,0.63,3.407,0.734,6.754,0.111,0.292,0.403,0.0,5TPN,1.9612219
60,60,sample_38,97,97,97,75,0.653,2.971,0.833,4.464,0.827,0.0,0.827,0.0,5TPN,1.2535553
61,61,sample_82,59,59,59,73,0.389,6.018,0.399,15.105,0.068,0.301,0.37,0.0,5TPN,5.6924057
62,62,sample_25,60,60,60,62,0.326,8.171,0.501,14.398,0.161,0.0,0.161,0.0,5TPN,1.8448929
63,63,sample_41,61,61,61,72,0.938,0.803,0.904,2.575,0.431,0.069,0.5,0.0,5TPN,0.90184927
64,64,sample_72,62,62,62,64,0.375,10.442,0.536,14.621,0.281,0.141,0.422,0.0,5TPN,5.8572564
65,65,sample_76,63,63,63,65,0.459,4.483,0.521,15.347,0.462,0.0,0.462,0.0,5TPN,3.6904693
66,66,sample_21,64,64,64,64,0.362,7.153,0.503,12.14,0.0,0.219,0.219,0.0,5TPN,6.050277
67,67,sample_32,65,65,65,62,0.529,4.098,0.715,8.24,0.613,0.0,0.613,0.0,5TPN,1.9749613
68,68,sample_34,66,66,66,53,0.391,7.029,0.715,8.744,0.717,0.0,0.717,0.0,5TPN,4.3597674
69,69,sample_12,67,67,67,58,0.452,3.671,0.554,11.352,0.397,0.0,0.397,0.0,5TPN,2.3788354
70,70,sample_2,68,68,68,62,0.678,2.69,0.817,4.38,0.806,0.0,0.806,0.0,5TPN,3.2052526
71,71,sample_70,69,69,69,59,0.439,5.695,0.649,8.498,0.153,0.153,0.305,0.0,5TPN,2.8664854
72,72,sample_40,70,70,70,53,0.472,4.292,0.549,11.31,0.453,0.0,0.453,0.0,5TPN,2.3074315
73,73,sample_43,71,71,71,65,0.582,4.733,0.485,12.484,0.292,0.123,0.415,0.0,5TPN,2.3827617
74,74,sample_52,72,72,72,66,0.524,4.703,0.54,12.665,0.409,0.0,0.409,0.0,5TPN,2.1122847
75,75,sample_16,73,73,73,70,0.829,1.813,0.699,6.473,0.543,0.0,0.543,0.0,5TPN,1.5345503
76,76,sample_90,74,74,74,73,0.709,2.249,0.617,8.911,0.301,0.137,0.438,0.0,5TPN,2.1777709
77,77,sample_79,75,75,75,60,0.499,6.331,0.623,12.289,0.533,0.0,0.533,0.0,5TPN,2.743912
78,78,sample_98,76,76,76,70,0.556,7.118,0.641,9.179,0.714,0.0,0.714,0.0,5TPN,3.6454384
79,79,sample_13,77,77,77,63,0.535,3.588,0.447,13.476,0.0,0.206,0.206,0.0,5TPN,4.2713313
80,80,sample_15,78,78,78,60,0.416,4.949,0.487,13.69,0.217,0.067,0.283,0.0,5TPN,2.5718877
81,81,sample_67,96,96,96,56,0.428,3.73,0.872,3.333,0.804,0.0,0.804,0.0,5TPN,2.6933284
82,82,sample_6,79,79,79,57,0.263,7.314,0.485,12.436,0.14,0.07,0.211,0.0,5TPN,2.059177
83,83,sample_37,80,80,80,66,0.632,3.182,0.655,9.599,0.682,0.0,0.682,0.0,5TPN,3.0056667
84,84,sample_71,81,81,81,67,0.414,5.746,0.623,10.648,0.463,0.0,0.463,0.0,5TPN,4.8797517
85,85,sample_100,82,82,82,68,0.548,4.672,0.601,12.246,0.662,0.0,0.662,0.0,5TPN,4.8175206
86,86,sample_45,83,83,83,73,0.51,4.915,0.51,13.538,0.274,0.11,0.384,0.0,5TPN,3.8908565
87,87,sample_47,84,84,84,72,0.574,4.014,0.666,11.018,0.5,0.167,0.667,0.0,5TPN,1.8183792
88,88,sample_1,85,85,85,72,0.876,1.394,0.815,12.531,0.833,0.0,0.833,0.0,5TPN,1.5408487
89,89,sample_44,86,86,86,61,0.489,4.398,0.575,11.508,0.459,0.0,0.459,0.0,5TPN,4.4173274
90,90,sample_46,97,97,97,69,0.332,7.213,0.841,10.434,0.884,0.0,0.884,0.0,5TPN,7.471169
91,91,sample_49,87,87,87,71,0.519,4.96,0.781,7.233,0.704,0.0,0.704,0.0,5TPN,1.5137849
92,92,sample_84,88,88,88,64,0.457,7.169,0.696,10.936,0.719,0.0,0.719,0.0,5TPN,3.808503
93,93,sample_39,89,89,89,67,0.294,8.993,0.616,11.436,0.672,0.0,0.672,0.0,5TPN,4.3038855
94,94,sample_22,90,90,90,61,0.805,1.421,0.661,7.045,0.656,0.0,0.656,0.0,5TPN,1.1907376
95,95,sample_65,91,91,91,67,0.487,5.151,0.59,14.055,0.507,0.0,0.507,0.0,5TPN,2.4541118
96,96,sample_89,92,92,92,73,0.607,5.295,0.54,11.95,0.301,0.0,0.301,0.0,5TPN,2.189939
97,97,sample_28,93,93,93,68,0.602,5.094,0.502,13.093,0.426,0.0,0.426,0.0,5TPN,2.137103
98,98,sample_95,94,94,94,68,0.609,3.116,0.686,9.001,0.632,0.0,0.632,0.0,5TPN,1.9611359
99,99,sample_91,95,95,95,65,0.324,6.448,0.545,13.583,0.431,0.0,0.431,0.0,5TPN,4.3292627
100,0,sample_56,0,0,0,71,0.316,6.651,0.478,13.042,0.282,0.056,0.338,0.0,3IXT,2.5956638
101,1,sample_31,1,1,1,60,0.66,4.015,0.663,9.111,0.583,0.0,0.583,0.0,3IXT,0.36215797
102,2,sample_50,2,2,2,59,0.701,2.144,0.622,8.863,0.305,0.102,0.407,0.0,3IXT,1.4263785
103,3,sample_27,3,3,3,72,0.941,0.769,0.863,3.769,0.764,0.0,0.764,0.0,3IXT,0.55570555
104,4,sample_92,4,4,4,72,0.704,2.397,0.647,11.055,0.611,0.0,0.611,0.0,3IXT,0.6765459
105,5,sample_57,76,83,82,67,0.644,4.247,0.736,7.975,0.627,0.0,0.627,0.0,3IXT,0.84302884
106,6,sample_53,5,5,5,62,0.392,5.466,0.545,10.967,0.516,0.0,0.516,0.0,3IXT,0.55615413
107,7,sample_62,6,6,6,71,0.731,3.387,0.765,5.638,0.634,0.0,0.634,0.0,3IXT,0.6854937
108,8,sample_93,7,7,7,54,0.413,9.204,0.665,10.618,0.648,0.0,0.648,0.0,3IXT,1.2551273
109,9,sample_64,8,8,8,67,0.435,7.14,0.598,9.913,0.478,0.0,0.478,0.0,3IXT,0.46013826
110,10,sample_86,9,9,9,53,0.688,3.519,0.863,3.367,0.736,0.0,0.736,0.0,3IXT,0.68359226
111,11,sample_63,10,10,10,58,0.764,5.945,0.819,6.984,0.517,0.0,0.517,0.0,3IXT,0.43719205
112,12,sample_85,11,11,11,62,0.623,2.62,0.6,8.968,0.387,0.0,0.387,0.0,3IXT,0.71400636
113,13,sample_58,12,12,12,72,0.765,2.405,0.74,7.46,0.542,0.0,0.542,0.0,3IXT,0.42650732
114,14,sample_7,13,13,13,68,0.588,3.397,0.575,11.615,0.309,0.132,0.441,0.0,3IXT,1.3307292
115,15,sample_75,78,79,85,60,0.607,6.311,0.699,8.456,0.7,0.0,0.7,0.0,3IXT,0.3743791
116,16,sample_61,14,14,14,74,0.813,2.25,0.802,4.992,0.649,0.0,0.649,0.0,3IXT,0.46859947
117,17,sample_10,15,15,15,73,0.416,8.209,0.665,9.298,0.589,0.0,0.589,0.0,3IXT,0.5957593
118,18,sample_94,16,16,16,61,0.271,8.634,0.521,13.124,0.361,0.0,0.361,0.0,3IXT,0.4368391
119,19,sample_26,17,17,17,72,0.947,0.736,0.918,1.883,0.722,0.0,0.722,0.0,3IXT,0.59169036
120,20,sample_87,75,82,81,71,0.913,1.018,0.71,6.809,0.704,0.0,0.704,0.0,3IXT,0.48072797
121,21,sample_66,18,18,18,72,0.33,9.228,0.428,16.407,0.403,0.0,0.403,0.0,3IXT,3.80003
122,22,sample_68,19,19,19,66,0.783,4.573,0.783,5.374,0.621,0.0,0.621,0.0,3IXT,0.51648813
123,23,sample_18,78,20,20,60,0.51,13.556,0.798,7.758,0.7,0.0,0.7,0.0,3IXT,0.41663262
124,24,sample_55,80,80,79,61,0.889,2.433,0.821,6.28,0.738,0.0,0.738,0.0,3IXT,0.5908286
125,25,sample_11,20,21,21,63,0.617,3.468,0.586,12.017,0.492,0.0,0.492,0.0,3IXT,0.46687266
126,26,sample_33,80,22,22,58,0.77,2.304,0.783,7.256,0.603,0.0,0.603,0.0,3IXT,0.5001482
127,27,sample_42,21,23,23,71,0.787,1.795,0.897,2.635,0.789,0.0,0.789,0.0,3IXT,0.42182377
128,28,sample_19,22,24,24,50,0.756,1.708,0.745,8.471,0.64,0.0,0.64,0.0,3IXT,0.26982343
129,29,sample_73,23,25,25,69,0.646,3.356,0.741,8.773,0.478,0.145,0.623,0.0,3IXT,0.5457524
130,30,sample_77,24,26,26,59,0.515,3.51,0.689,9.044,0.712,0.0,0.712,0.0,3IXT,2.5099423
131,31,sample_9,25,27,27,54,0.889,0.906,0.844,2.982,0.63,0.0,0.63,0.0,3IXT,0.37247938
132,32,sample_74,26,28,28,68,0.566,2.978,0.597,11.869,0.618,0.0,0.618,0.0,3IXT,0.57117504
133,33,sample_81,27,29,29,59,0.502,5.571,0.626,10.289,0.712,0.0,0.712,0.0,3IXT,1.5265752
134,34,sample_80,28,30,30,73,0.747,2.075,0.834,3.837,0.658,0.0,0.658,0.0,3IXT,0.5168761
135,35,sample_59,29,31,31,67,0.75,3.06,0.623,10.807,0.448,0.075,0.522,0.0,3IXT,0.3378784
136,36,sample_78,30,32,32,63,0.583,4.191,0.594,13.122,0.651,0.0,0.651,0.0,3IXT,3.2881017
137,37,sample_48,31,33,33,67,0.662,2.427,0.743,6.179,0.254,0.09,0.343,0.0,3IXT,0.4024498
138,38,sample_83,32,34,34,75,0.439,6.468,0.495,14.045,0.227,0.133,0.36,0.0,3IXT,3.177225
139,39,sample_30,33,35,35,68,0.307,11.291,0.513,19.164,0.132,0.0,0.132,0.0,3IXT,3.9757345
140,40,sample_36,34,36,36,59,0.71,1.99,0.826,4.077,0.271,0.22,0.492,0.0,3IXT,0.52188826
141,41,sample_14,77,86,86,75,0.893,1.141,0.824,4.148,0.627,0.0,0.627,0.0,3IXT,0.93941486
142,42,sample_96,35,37,37,64,0.845,1.354,0.824,3.885,0.297,0.219,0.516,0.0,3IXT,0.53831744
143,43,sample_69,36,38,38,68,0.808,2.395,0.791,4.189,0.691,0.0,0.691,0.0,3IXT,0.65599304
144,44,sample_8,37,39,39,52,0.886,0.957,0.793,4.224,0.327,0.25,0.577,0.0,3IXT,0.47374636
145,45,sample_88,38,40,40,68,0.754,3.211,0.779,6.947,0.603,0.0,0.603,0.0,3IXT,0.46621922
146,46,sample_24,39,41,41,73,0.279,9.267,0.388,16.187,0.233,0.123,0.356,0.0,3IXT,5.498883
147,47,sample_54,40,42,42,62,0.898,1.013,0.758,7.927,0.645,0.0,0.645,0.0,3IXT,0.57177556
148,48,sample_20,41,43,43,68,0.34,7.439,0.514,17.509,0.382,0.059,0.441,0.0,3IXT,3.0408273
149,49,sample_23,76,83,82,65,0.86,1.366,0.825,3.28,0.769,0.0,0.769,0.0,3IXT,0.8775489
150,50,sample_60,78,84,83,73,0.95,0.701,0.881,2.396,0.795,0.0,0.795,0.0,3IXT,0.57157564
151,51,sample_97,78,44,85,55,0.873,1.0,0.868,3.239,0.745,0.0,0.745,0.0,3IXT,0.5615127
152,52,sample_4,42,45,44,72,0.666,4.575,0.647,8.694,0.25,0.194,0.444,0.0,3IXT,0.2765474
153,53,sample_99,43,46,45,60,0.695,5.142,0.756,6.325,0.417,0.0,0.417,0.0,3IXT,0.51554084
154,54,sample_35,80,80,79,60,0.846,1.465,0.775,5.933,0.617,0.0,0.617,0.0,3IXT,0.52715015
155,55,sample_29,74,81,80,52,0.694,2.115,0.7,6.792,0.5,0.0,0.5,0.0,3IXT,0.4376568
156,56,sample_51,79,88,87,51,0.953,0.55,0.883,2.369,0.667,0.0,0.667,0.0,3IXT,0.3644617
157,57,sample_17,44,47,46,62,0.361,7.996,0.689,7.554,0.774,0.0,0.774,0.0,3IXT,3.86734
158,58,sample_3,79,85,84,55,0.906,0.936,0.901,2.103,0.709,0.0,0.709,0.0,3IXT,0.35483882
159,59,sample_5,45,48,47,69,0.899,1.802,0.827,4.146,0.609,0.0,0.609,0.0,3IXT,0.39329395
160,60,sample_38,46,49,48,58,0.878,1.352,0.761,5.802,0.724,0.0,0.724,0.0,3IXT,0.5596142
161,61,sample_82,47,50,49,70,0.529,4.763,0.672,9.7,0.557,0.0,0.557,0.0,3IXT,0.69097364
162,62,sample_25,48,51,50,62,0.451,7.888,0.575,13.742,0.581,0.0,0.581,0.0,3IXT,0.43872756
163,63,sample_41,79,88,87,55,0.791,1.577,0.687,7.23,0.6,0.0,0.6,0.0,3IXT,0.60486895
164,64,sample_72,49,52,51,70,0.923,0.883,0.85,2.846,0.543,0.057,0.6,0.0,3IXT,0.6100958
165,65,sample_76,50,53,52,60,0.524,3.955,0.642,11.042,0.667,0.0,0.667,0.0,3IXT,0.50157696
166,66,sample_21,51,54,53,58,0.899,0.936,0.892,2.456,0.362,0.172,0.534,0.0,3IXT,0.6036978
167,67,sample_32,52,55,54,62,0.246,9.785,0.665,9.344,0.645,0.0,0.645,0.0,3IXT,0.45049396
168,68,sample_34,53,56,55,70,0.702,6.283,0.53,14.179,0.243,0.129,0.371,0.0,3IXT,0.96695125
169,69,sample_12,54,57,56,70,0.607,4.726,0.575,13.297,0.443,0.0,0.443,0.0,3IXT,0.5206793
170,70,sample_2,55,58,57,56,0.884,0.943,0.81,3.827,0.696,0.0,0.696,0.0,3IXT,0.47217795
171,71,sample_70,78,87,58,65,0.478,6.742,0.675,9.32,0.646,0.0,0.646,0.0,3IXT,0.38896528
172,72,sample_40,56,59,59,64,0.255,10.67,0.537,15.594,0.562,0.0,0.562,0.0,3IXT,2.9019167
173,73,sample_43,57,60,60,70,0.576,5.076,0.707,7.441,0.571,0.0,0.571,0.0,3IXT,1.2233956
174,74,sample_52,78,79,85,59,0.824,3.63,0.838,4.665,0.797,0.0,0.797,0.0,3IXT,0.44035724
175,75,sample_16,74,81,80,53,0.893,0.99,0.875,2.509,0.698,0.0,0.698,0.0,3IXT,0.41284207
176,76,sample_90,58,61,61,68,0.76,2.38,0.618,10.986,0.397,0.059,0.456,0.0,3IXT,0.43744463
177,77,sample_79,78,62,62,63,0.77,1.739,0.695,6.618,0.603,0.0,0.603,0.0,3IXT,0.36396578
178,78,sample_98,59,63,63,70,0.635,4.121,0.674,11.816,0.743,0.0,0.743,0.0,3IXT,0.5786023
179,79,sample_13,78,87,85,62,0.556,6.079,0.703,7.657,0.565,0.0,0.565,0.0,3IXT,0.43331215
180,80,sample_15,60,64,64,66,0.929,0.815,0.788,5.018,0.636,0.0,0.636,0.0,3IXT,0.62170273
181,81,sample_67,78,84,83,71,0.825,2.016,0.756,7.315,0.592,0.0,0.592,0.0,3IXT,0.46559352
182,82,sample_6,61,65,65,66,0.656,4.567,0.779,9.304,0.712,0.0,0.712,0.0,3IXT,0.5933135
183,83,sample_37,79,85,84,55,0.905,0.883,0.915,1.937,0.655,0.0,0.655,0.0,3IXT,0.44742957
184,84,sample_71,62,66,66,71,0.79,2.168,0.582,11.389,0.423,0.0,0.423,0.0,3IXT,0.33054298
185,85,sample_100,80,67,67,65,0.858,1.48,0.87,3.326,0.677,0.0,0.677,0.0,3IXT,0.59272665
186,86,sample_45,63,68,68,63,0.795,3.257,0.788,6.45,0.556,0.0,0.556,0.0,3IXT,0.47667974
187,87,sample_47,64,69,69,51,0.585,5.292,0.864,3.23,0.745,0.0,0.745,0.0,3IXT,0.45806527
188,88,sample_1,78,79,85,59,0.891,1.128,0.877,2.805,0.78,0.0,0.78,0.0,3IXT,0.42614546
189,89,sample_44,65,70,70,68,0.592,4.159,0.549,11.605,0.412,0.088,0.5,0.0,3IXT,4.3203387
190,90,sample_46,66,71,71,59,0.698,3.987,0.759,6.659,0.78,0.0,0.78,0.0,3IXT,0.68537074
191,91,sample_49,67,72,72,57,0.796,1.686,0.725,6.003,0.596,0.0,0.596,0.0,3IXT,0.4563526
192,92,sample_84,68,73,73,61,0.605,4.031,0.724,10.09,0.689,0.0,0.689,0.0,3IXT,0.45320126
193,93,sample_39,75,82,81,72,0.775,1.82,0.733,6.718,0.681,0.0,0.681,0.0,3IXT,0.48409936
194,94,sample_22,69,74,74,64,0.562,3.845,0.726,8.444,0.578,0.0,0.578,0.0,3IXT,0.46033323
195,95,sample_65,77,86,86,73,0.713,3.29,0.705,7.516,0.658,0.0,0.658,0.0,3IXT,0.43127897
196,96,sample_89,70,75,75,63,0.717,2.594,0.628,8.448,0.476,0.063,0.54,0.0,3IXT,0.43488768
197,97,sample_28,71,76,76,69,0.547,3.108,0.637,8.371,0.348,0.188,0.536,0.0,3IXT,2.1074145
198,98,sample_95,72,77,77,75,0.898,1.508,0.882,4.221,0.733,0.0,0.733,0.0,3IXT,0.3473656
199,99,sample_91,73,78,78,74,0.729,3.783,0.63,11.047,0.311,0.135,0.446,0.0,3IXT,0.4330117
200,0,sample_1,0,0,0,67,0.331,9.964,0.664,15.706,0.328,0.0,0.328,0.0,1YCR,0.62566864
201,1,sample_10,1,1,1,78,0.274,10.641,0.435,15.184,0.205,0.064,0.269,0.0,1YCR,1.2661167
202,2,sample_100,2,2,2,68,0.605,7.742,0.665,10.829,0.706,0.0,0.706,0.0,1YCR,0.5732582
203,3,sample_11,3,3,3,72,0.508,4.266,0.593,11.249,0.611,0.0,0.611,0.0,1YCR,1.1153843
204,4,sample_12,4,4,4,56,0.787,2.354,0.839,4.07,0.214,0.268,0.482,0.0,1YCR,1.293214
205,5,sample_13,5,5,5,68,0.698,2.58,0.698,8.723,0.706,0.0,0.706,0.0,1YCR,1.2492037
206,6,sample_14,6,6,6,81,0.707,2.47,0.613,11.26,0.605,0.0,0.605,0.0,1YCR,0.8367937
207,7,sample_15,7,7,7,68,0.688,3.794,0.637,11.187,0.221,0.191,0.412,0.0,1YCR,1.397153
208,8,sample_16,8,8,8,64,0.536,5.28,0.679,11.044,0.281,0.0,0.281,0.0,1YCR,0.3902289
209,9,sample_17,93,92,94,61,0.799,1.544,0.87,2.465,0.803,0.0,0.803,0.0,1YCR,1.2925876
210,10,sample_18,9,9,9,78,0.826,1.984,0.685,9.454,0.667,0.0,0.667,0.0,1YCR,1.2756939
211,11,sample_19,10,10,10,87,0.789,2.535,0.715,7.878,0.678,0.0,0.678,0.0,1YCR,1.4761196
212,12,sample_2,11,11,11,53,0.438,5.348,0.569,10.985,0.0,0.094,0.094,0.0,1YCR,3.7777357
213,13,sample_20,12,12,12,61,0.921,0.913,0.896,3.331,0.705,0.0,0.705,0.0,1YCR,0.47142684
214,14,sample_21,13,13,13,54,0.445,8.501,0.61,11.228,0.556,0.0,0.556,0.0,1YCR,1.2263079
215,15,sample_22,14,14,14,74,0.28,8.479,0.439,14.8,0.162,0.243,0.405,0.0,1YCR,3.4908783
216,16,sample_23,15,15,15,74,0.775,2.419,0.774,5.029,0.0,0.297,0.297,0.0,1YCR,1.4343715
217,17,sample_24,16,16,16,55,0.578,3.665,0.589,9.071,0.218,0.0,0.218,0.0,1YCR,1.2321181
218,18,sample_25,17,17,17,41,0.689,1.827,0.77,4.398,0.756,0.0,0.756,0.0,1YCR,1.8554759
219,19,sample_26,18,18,18,51,0.82,1.481,0.751,5.186,0.608,0.0,0.608,0.0,1YCR,0.58144253
220,20,sample_27,19,19,19,61,0.843,1.274,0.786,6.296,0.705,0.0,0.705,0.0,1YCR,1.3568774
221,21,sample_28,20,20,20,45,0.526,5.338,0.822,7.225,0.844,0.0,0.844,0.0,1YCR,1.3810788
222,22,sample_29,21,21,21,59,0.759,1.858,0.622,12.924,0.322,0.119,0.441,0.0,1YCR,1.1882255
223,23,sample_3,22,22,22,74,0.547,4.048,0.5,12.735,0.324,0.0,0.324,0.0,1YCR,2.0219753
224,24,sample_30,23,23,23,46,0.715,1.717,0.77,4.675,0.674,0.0,0.674,0.0,1YCR,1.3454492
225,25,sample_31,24,24,24,63,0.531,7.016,0.718,8.932,0.603,0.0,0.603,0.0,1YCR,1.3857309
226,26,sample_32,25,25,25,53,0.821,1.215,0.768,5.157,0.189,0.245,0.434,0.0,1YCR,1.3041673
227,27,sample_33,90,93,91,69,0.889,1.51,0.719,7.95,0.739,0.0,0.739,0.0,1YCR,1.3533627
228,28,sample_34,90,93,91,71,0.801,2.085,0.844,3.128,0.732,0.0,0.732,0.0,1YCR,1.2130752
229,29,sample_35,26,26,26,60,0.834,1.738,0.823,4.294,0.35,0.167,0.517,0.0,1YCR,0.93215805
